jsx | Syntax | Which attribute should you use in JSX to set an element's CSS class? | 0, ```ts\nclass\n```; 1, ```ts\nclassName\n```; 2, ```ts\nclassList\n```; 3, ```ts\ncssClass\n``` | 1 | 2 | 30 | JSX uses ```ts\nclassName\n``` instead of ```ts\nclass\n``` because ```ts\nclass\n``` is a reserved word in JavaScript. | https://react.dev/learn/rendering-elements
useStatePreset | useReducer | What does ```ts\nuseState\n``` return? | 0, A single state value; 1, A tuple of ```ts\n[currentState, updaterFunction]\n```; 2, A ```ts\nPromise\n```; 3, An object | 1 | 2 | 45 | ```ts\nuseState\n``` returns a tuple: the current state value and a setter function. | https://react.dev/reference/react/useState
useStatePreset |  | 'Given the following state:\n```tsx\nconst [count, setCount] = useState(0 | 0, ```ts\ncount\n``` increments by 2; 1, ```ts\ncount\n``` increments by 1 because state batching uses stale closure values; 2, ```ts\ncount\n``` increments by 1 because React deduplicates updates; 3, A re-render error is thrown | 1 | 3 | 90 | '```ts\nsetCount(count + 1 | https://react.dev/reference/react/useState#updating-state-based-on-the-previous-state
useStatePreset |  | Which of the following correctly initializes state lazily in React? |  | 1 | 3 | 60 | Passing an initializer function to ```ts\nuseState\n``` ensures it only runs once on mount. | https://react.dev/reference/react/useState#avoiding-recreating-the-initial-state
useStatePreset |  | Which statement about ```ts\nsetState\n``` in a functional component is TRUE? | 0, Calling ```ts\nsetState\n``` always causes synchronous re-render; 1, Setting state to same value always re-renders; 2, React may batch multiple ```ts\nsetState\n``` calls; 3, ```ts\nsetState\n``` replaces the entire state tree | 2 | 3 | 60 | React batches state updates to optimize performance. | https://react.dev/learn/queueing-a-series-of-state-updates
useEffectPreset |  | What is the purpose of the cleanup function returned by ```ts\nuseEffect\n```? | 0, Reset state; 1, Cancel or undo side effects before next run/unmount; 2, Prevent first render; 3, Run synchronously | 1 | 2 | 45 | The cleanup function runs before unmount and before the effect re-runs. | https://react.dev/learn/synchronizing-with-effects#how-to-handle-the-effect-firing-twice-in-development
useEffectPreset |  | A ```ts\nuseEffect\n``` with an empty dependency array ```ts\n[]\n``` runs: | 0, On every render; 1, Only on mount and unmount; 2, Only when re-renders due to parent changes; 3, Never | 1 | 2 | 30 | An empty dependency array tells React the effect has no dependencies. | https://react.dev/reference/react/useEffect#parameters
useEffectPreset |  | 'In React Strict Mode (development | 0, Bug in React; 1, React remounts to verify cleanup functions work; 2, Strict Mode runs effects twice; 3, Enables concurrent features | 1 | 3 | 60 | React remounts components in development to help detect missing cleanups. | https://react.dev/learn/synchronizing-with-effects#how-to-handle-the-effect-firing-twice-in-development
useEffectPreset |  | Which pattern correctly fetches data and avoids a state update after unmount? |  | 1 | 3 | 90 | The mounted flag pattern prevents setting state on an unmounted component. | https://react.dev/learn/you-might-not-need-an-effect#fetching-data
useMemoPreset |  | What does ```ts\nuseMemo\n``` return? | 0, Memoized callback; 1, Memoized result of a computation; 2, Ref object; 3, Promise | 1 | 2 | 30 | ```ts\nuseMemo\n``` caches the return value of a computation. | https://react.dev/reference/react/useMemo
useCallbackPreset |  | When is ```ts\nuseCallback\n``` MOST useful? | 0, Whenever you define a function; 1, When passing stable callback to memoized child; 2, To memoize expensive calculation; 3, To run once on mount | 1 | 3 | 60 | ```ts\nuseCallback\n``` is primarily useful when combined with ```tsx\nReact.memo\n``` on child components. | https://react.dev/reference/react/useCallback#should-you-add-usecallback-everywhere
useRefPreset |  | Which of the following is a valid use case for ```ts\nuseRef\n```? | 0, Triggering re-render; 1, Replacing ```ts\nuseState\n```; 2, Storing mutable value that persists without re-renders; 3, Running code after render | 2 | 2 | 45 | ```ts\nuseRef\n``` stores a mutable value that does not cause re-renders. | https://react.dev/reference/react/useRef
useRefPreset |  | When can you safely read or write to a DOM ref created with ```ts\nuseRef\n```? | 0, During render; 1, In component body before return; 2, After mount — inside ```ts\nuseEffect\n``` or event handlers; 3, During SSR | 2 | 3 | 60 | React attaches DOM nodes to refs after the component renders and commits. | https://react.dev/learn/manipulating-the-dom-with-refs#when-react-attaches-the-refs
useContextPreset |  | 'A component using ```ts\nuseContext(ThemeContext | 0, Any state changes; 1, Provider re-renders regardless of value; 2, Context value changes; 3, Own state changes | 2 | 3 | 60 | ```ts\nuseContext\n``` causes a re-render only when the context value changes. | https://react.dev/reference/react/useContext#optimizing-re-renders-when-passing-objects-and-functions
useContextPreset |  | What value does ```ts\nuseContext\n``` return when no Provider is found in the tree? |  | 2 | 2 | 30 | ```ts\nuseContext\n``` returns the ```ts\ndefaultValue\n``` passed to ```ts\ncreateContext\n```. | https://react.dev/reference/react/useContext#usage
useReducerPreset |  | When should you prefer ```ts\nuseReducer\n``` over ```ts\nuseState\n```? | 0, Primitive value state; 1, Complex state logic with multiple sub-values; 2, Data fetching; 3, Always | 1 | 3 | 60 | ```ts\nuseReducer\n``` is preferred for complex state logic. | https://react.dev/learn/extracting-state-logic-into-a-reducer
patterns | Controlled vs Uncontrolled | What is a "controlled component" in React? | 0, Wrapped in ```tsx\nReact.memo\n```; 1, Form element driven by React state; 2, Cannot receive props; 3, Rendered inside Portal | 1 | 2 | 30 | A controlled component has its form data handled by React state. | https://react.dev/learn/sharing-state-between-components#controlled-and-uncontrolled-components
patterns | Lifting State | Two sibling components need to share the same state. What is the React-recommended approach? | 0, ```ts\nlocalStorage\n```; 1, Global variable; 2, Lift state up to common ancestor; 3, ```ts\nuseRef\n``` | 2 | 2 | 45 | "Lifting state up" means moving shared state to the closest common ancestor. | https://react.dev/learn/sharing-state-between-components
patterns | Composition | What is the ```ts\nchildren\n``` prop in React? | 0, Lifecycle method; 1, JSX elements passed between opening and closing tags; 2, Hook for child access; 3, Added by React for tracking hierarchy | 1 | 2 | 30 | The ```ts\nchildren\n``` prop holds whatever JSX is placed between component tags. | https://react.dev/learn/passing-props-to-a-component#passing-jsx-as-children
patterns | React.memo | What does ```tsx\nReact.memo\n``` do? | 0, Memoizes expensive calculation; 1, Prevents functional component re-render if props unchanged; 2, Caches component instances; 3, Replaces ```ts\nshouldComponentUpdate\n``` | 1 | 2 | 45 | ```tsx\nReact.memo\n``` skips re-rendering when props are shallowly equal. | https://react.dev/reference/react/memo
patterns | Forwarding Refs | Why would you use ```tsx\nReact.forwardRef\n```? | 0, Share state; 1, Allow parent access to DOM node inside child via ref; 2, Forward props without destructuring; 3, Avoid prop drilling | 1 | 3 | 60 | ```tsx\nforwardRef\n``` lets a component expose a DOM node to its parent via the ref prop. | https://react.dev/reference/react/forwardRef
patterns | Keys | What is the correct way to use ```ts\nkeys\n``` in lists? |  | 1 | 2 | 45 | Keys must be stable, unique among siblings, and not derived from indexes if reordering. | https://react.dev/learn/rendering-lists#keeping-list-items-in-order-with-key
patterns | Keys | A developer uses array index as a key on a list of form inputs. When an item is deleted from the middle, what bug might occur? | 0, Wrong item removed; 1, Duplicate key error; 2, Input values shift; 3, Fails to re-render | 2 | 3 | 90 | React reuses DOM nodes by position when using index as key. | https://react.dev/learn/rendering-lists#why-does-react-need-keys
events | Synthetic Events | What is the correct way to prevent the default browser behavior in a React event handler? |  | 1 | 2 | 30 | 'In React, you must call ```ts\nevent.preventDefault( | https://react.dev/learn/responding-to-events#preventing-default-behavior
events | Event Bubbling | 'What does ```ts\nevent.stopPropagation( | 0, Prevents event from reaching target; 1, Stops event from bubbling up to parent elements; 2, Prevents default browser action; 3, Removes listener | 1 | 2 | 30 | '```ts\nstopPropagation( | https://react.dev/learn/responding-to-events#stopping-propagation
forms | Controlled inputs | You have an input with ```ts\nvalue\n``` prop but no ```ts\nonChange\n```. What happens? | 0, Read-only; 1, Works normally but warns; 2, Becomes uncontrolled; 3, Throws error | 3 | 2 | 45 | A controlled input with a ```ts\nvalue\n``` prop but no ```ts\nonChange\n``` becomes read-only. | https://react.dev/reference/react-dom/components/input#controlling-an-input-with-a-state-variable
forms | Form submission | How do you handle form submission in React without a page reload? |  | 1 | 2 | 30 | 'Attach an ```ts\nonSubmit\n``` handler and call ```ts\nevent.preventDefault( | https://react.dev/learn/reacting-to-input-with-state
rendering | Conditional Rendering | What does this JSX render when ```ts\ncount = 0\n```?\n```tsx\n{count && <Spinner />}\n``` | 0, Nothing; 1, The number 0; 2, ```tsx\n<Spinner />\n```; 3, ```ts\nnull\n``` | 1 | 3 | 60 | In JS, ```ts\n0 && expr\n``` evaluates to 0. React renders 0 as text. | https://react.dev/learn/conditional-rendering#logical-and-operator-
rendering | Lists | What does React render when a component returns ```ts\nnull\n```? | 0, Empty ```tsx\n<div>\n```; 1, Text "null"; 2, Nothing; 3, Error boundary fallback | 2 | 2 | 30 | Returning ```ts\nnull\n``` from a component is a valid way to render nothing. | https://react.dev/learn/conditional-rendering#conditionally-returning-nothing-with-null
props | Prop drilling | What is "prop drilling" and why is it a problem? | '0; Too many props warning', "1; Passing props through intermediate components that don't use them"; 2, Dot notation drilling; 3, Optimization technique | 1 | 2 | 45 | Prop drilling occurs when data must be passed through many layers. | https://react.dev/learn/passing-data-deeply-with-context
props | Default props | How do you define default prop values in a modern functional component? | 0, ```ts\nComponent.defaultProps\n```; 1, Default parameter values in function destructuring; 2, Both preferred; 3, ```ts\ndefaultProps\n``` hook | 1 | 2 | 30 | Modern React uses JavaScript default parameter values. | https://react.dev/reference/react/Component#static-defaultprops
performance | Reconciliation | What is React reconciliation? | 0, Merging updates; 1, Diffing Virtual DOM to update real DOM efficiently; 2, Async loading; 3, Sync context | 1 | 2 | 45 | Reconciliation is React's diffing algorithm. | https://react.dev/learn/preserving-and-resetting-state
performance | Code splitting | Which React API enables lazy loading of a component? |  | 1 | 2 | 30 | '```ts\nReact.lazy( | https://react.dev/reference/react/lazy
performance | Memoization | What is the primary purpose of ```ts\nuseMemo\n``` in React? | 0, Cache DOM nodes; 1, Memoize expensive computation results; 2, Prevent all re-renders; 3, Replace ```ts\nuseEffect\n``` | 1 | 3 | 60 | ```ts\nuseMemo\n``` caches the result of a function. | https://react.dev/reference/react/useMemo
stateManagement | Immutability | Why should you treat React state as immutable? | 0, JS objects are frozen; 1, React compares state by reference; 2, Mutations cause memory leaks; 3, Convention only | 1 | 3 | 60 | React uses ```ts\nObject.is\n``` to compare state. | https://react.dev/learn/updating-objects-in-state#why-is-mutating-state-not-recommended-in-react
stateManagement | Immutability | How do you correctly update a nested object in React state? |  | 1 | 3 | 60 | You must create a new object at every level you want to update. | https://react.dev/learn/updating-objects-in-state#copying-objects-with-the-spread-syntax
stateManagement | Derived state | You have items in state and need to show filtered items. What is the best approach? | 0, Separate state with ```ts\nuseEffect\n```; 1, Compute directly during render; 2, Store in ```ts\nref\n```; 3, ```ts\nuseReducer\n``` | 1 | 3 | 60 | Derived state should be calculated during render. | https://react.dev/learn/you-might-not-need-an-effect#caching-expensive-calculations
customHooks | Naming convention | What is the naming requirement for a custom hook? | 0, Ends with ```ts\nHook\n```; 1, Starts with ```ts\nuse\n```; 2, Exported from ```ts\nhooks.ts\n```; 3, None | 1 | 2 | 30 | React requires custom hooks to start with "use". | https://react.dev/learn/reusing-logic-with-custom-hooks#hook-names-always-start-with-use
errorHandling | Error Boundaries | Error Boundaries in React can catch errors thrown in: | 0, Event handlers, async code, render; 1, Render methods, lifecycle methods, constructors of children; 2, Only event handlers; 3, Only async | 1 | 3 | 60 | Error Boundaries catch errors during rendering, lifecycle, and constructors. | https://react.dev/reference/react/Component#catching-rendering-errors-with-an-error-boundary
portals | createPortal | What is a React Portal used for? | 0, Separate window; 1, Render into different DOM node outside parent hierarchy; 2, Lazy-loaded routes; 3, Teleport state | 1 | 2 | 45 | Portals render JSX into a different DOM node. | https://react-dom/createPortal
react19 | use hook | In React 19, the ```ts\nuse\n``` hook can be called: | 0, Only top level; 1, Inside conditionals, loops, after early returns; 2, Only Server Components; 3, Only Context | 1 | 3 | 60 | 'The ```ts\nuse( | https://react.dev/reference/react/use
react19 | Actions | What are React 19 Actions and ```ts\nuseActionState\n```? | 0, Redux action creators; 1, Pattern for handling async transitions from forms; 2, WebSocket handlers; 3, Replacement for ```ts\nuseReducer\n``` | 1 | 3 | 60 | React 19 Actions allow forms to have async action functions. | https://react.dev/reference/react/useActionState
a11y | ARIA | You render a loading spinner. What ARIA attribute should it have? | 0, ```ts\naria-disabled\n```; 1, ```ts\nrole="status"\n``` with ```ts\naria-live="polite"\n```; 2, ```ts\ntabindex\n```; 3, ```ts\naria-hidden\n``` | 1 | 3 | 60 | Spinners should have ```ts\nrole="status"\n``` so screen readers announce it. | https://www.w3.org/WAI/ARIA/apg/patterns/spinners/
tooling | Vite | What command creates a new Vite + React + TypeScript project? | 0, ```ts\ncreate-react-app\n```; 1, ```ts\nnpm create vite@latest -- --template react-ts\n```; 2, ```ts\nnpx react-scripts\n```; 3, ```ts\nnpm install vite react\n``` | 1 | 2 | 30 | The official Vite scaffolding command is ```ts\nnpm create vite@latest\n```. | https://vitejs.dev/guide/#scaffolding-your-first-vite-project
concurrent | useTransition | What does ```ts\nuseTransition\n``` allow you to do? | 0, Animate transitions; 1, Mark state update as non-urgent; 2, Defer network requests; 3, Batch context updates | 1 | 5 | 90 | ```ts\nuseTransition\n``` marks state updates as non-urgent, allowing React to interrupt them. | https://react.dev/reference/react/useTransition
concurrent | useDeferredValue | When would you use ```ts\nuseDeferredValue\n``` instead of ```ts\nuseTransition\n```? | 0, When you control state update; 1, When you receive a value as a prop and want to defer re-renders; 2, For debouncing API calls; 3, With WebGL | 1 | 5 | 90 | ```ts\nuseDeferredValue\n``` is for deferring re-renders based on values you do not control. | https://react.dev/reference/react/useDeferredValue
concurrent | Time slicing | What does time-slicing in React concurrent rendering enable? | 0, Rendering is split across frames to keep the UI responsive; 1, Rendering runs on a separate Web Worker thread; 2, Components render synchronously always; 3, It disables ```ts\nSuspense\n``` | 0 | 5 | 90 | Time-slicing allows React to pause rendering work and yield to the browser. | https://react.dev/blog/2022/03/29/react-v18#what-is-concurrent-react
optimisticUI | Consistency | When implementing an optimistic UI update, what must you plan for if the server operation fails? | 0, Nothing; 1, Rollback the optimistic change and show an error; 2, Retry indefinitely; 3, Force a full page reload | 1 | 5 | 90 | Optimistic updates require a rollback strategy if the server rejects the change. | https://react.dev/reference/react/useOptimistic
errorHandling | Reset | How can you allow users to retry after an Error Boundary has shown a fallback UI? | 0, Reload page; 1, Provide a reset mechanism to clear error state; 2, Wrap app in multiple boundaries; 3, Unmount and remount manually | 1 | 5 | 90 | Error Boundaries can expose a reset method or accept a prop to clear error state. | https://github.com/bvaughn/react-error-boundary#resetting-the-error-boundary
prefetching | Performance | Which strategy best describes prefetching data for a likely next view? |  | 1 | 5 | 90 | Prefetch during idle time or on user intent to warm caches without blocking rendering. | https://tanstack.com/query/latest/docs/guides/prefetching
streamingSSR | Rendering | What advantage does streaming SSR provide for large pages? | 0, Faster client hydration by streaming critical parts first; 1, Prevents hydration; 2, Smaller client code; 3, Caches page on server | 0 | 5 | 90 | Streaming SSR sends the shell first, then streams slower content, allowing browser to parse and hydrate early. | https://react.dev/reference/react-dom/server/renderToPipeableStream
observability | Core Web Vitals | 'Which metric best captures long-term interactivity experienced by users (replacing FID | 0, LCP; 1, CLS; 2, INP; 3, TTFB | 2 | 3 | 60 | 'INP (Interaction to Next Paint | https://web.dev/inp/
architecture | Optimistic UI | When implementing an optimistic UI for a mutation, what must you plan for? | 0, No rollback needed; 1, A rollback strategy and error handling if the server rejects the change; 2, Always refreshing the whole page; 3, Optimistic UI only works for reads | 1 | 5 | 90 | Optimistic updates assume success; you must revert the UI and inform the user if the server responds with an error. | https://react.dev/reference/react/useOptimistic
serverComponents | App Router | What is a key property of Server Components in the Next.js App Router? | 0, They run exclusively in the browser and can use `useState`; 1, They render on the server, can access backend resources, and cannot use client-only hooks like `useState` or `useEffect`; 2, They must be written as class components; 3, They are deprecated in Next.js | 1 | 5 | 90 | Server Components run on the server and cannot use client-side hooks like `useState` | https://nextjs.org/docs/getting-started/react-essentials#server-and-client-components
edge | Edge runtime | What distinguishes the Edge Runtime from the `Node.js` runtime? | 0, Edge Runtime runs on `V8 isolates` with limited `Node APIs` and very low cold starts; 1, Edge Runtime supports all Node native modules; 2, Edge Runtime is only for static files; 3, There is no difference | 0 | 5 | 90 | Edge functions run on V8 isolates offering fast cold starts, but have a restricted API surface. | https://vercel.com/docs/concepts/functions/edge-functions
performance | Streaming SSR | How does streaming SSR benefit large Next.js pages? | 0, It allows the server to send parts of the HTML progressively; 1, It caches all content on the client; 2, It disables hydration for the page; 3, It forces full-page reloads | 0 | 5 | 90 | Streaming SSR sends critical parts of the HTML early and streams slower content later. | https://nextjs.org/docs/app/building-your-application/routing#streaming
dataFetching | getStaticProps | What is the purpose of `getStaticProps` in the Next.js `pages` router? | 0, Fetch data on every incoming request; 1, Fetch data once at build time and provide it as props; 2, Fetch data only on the client after hydration; 3, Replace API routes for server code | 1 | 3 | 60 | `getStaticProps` runs at build time and produces static HTML. | https://nextjs.org/docs/basic-features/data-fetching/get-static-props
isr | Revalidation | 'What does Incremental Static Regeneration (ISR | 0, Always render pages on the client only; 1, Regenerate static pages on-demand or after a specified interval; 2, Disable caching for static assets; 3, Run serverless functions on every page load | 1 | 3 | 60 | ISR lets you keep benefits of static pages while allowing updates. | https://nextjs.org/docs/basic-features/data-fetching/incremental-static-regeneration
api | API Routes | Where do API routes live in a Next.js `pages`-based project and what are they used for? | 0, In `pages/api/*` and used to implement server endpoints; 1, In `public/api/*` and used to serve static JSON; 2, In `components/api/*` and used by client components; 3, In the root `api` folder | 0 | 3 | 60 | API routes under `pages/api` provide server-side endpoints. | https://nextjs.org/docs/api-routes/introduction
routing | Dynamic routes | How do you create a dynamic route in Next.js to handle paths like `/posts/123`? | 0, Create `pages/posts/[id].js` or `app/posts/[id]/page.js`; 1, Use query parameters only; 2, Define routes in `next.config.js`; 3, Use `pages/posts/:id.js` syntax | 0 | 3 | 60 | `Square-bracket` filenames create dynamic route segments. | https://nextjs.org/docs/routing/dynamic-routes
routing | File-based routing | In Next.js, what does file-based routing mean? | 0, You define routes with a central ```ts\nroutes.json\n``` file; 1, Pages and folders in the ```ts\npages\n``` or ```ts\napp\n``` directory automatically create routes; 2, You must manually register routes in ```tsx\n_app.tsx\n```; 3, Routes are defined only with dynamic imports | 1 | 2 | 30 | Next.js uses the filesystem to define routes. | https://nextjs.org/docs/routing/introduction
appRouter | Directories | Which directory introduced in Next.js 13 provides the App Router and Server Components by default? | 0, ```ts\npages\n```; 1, ```ts\napp\n```; 2, ```ts\nroutes\n```; 3, ```ts\ncomponents\n``` | 1 | 2 | 30 | The ```ts\napp/\n``` directory provides the App Router, server components, and new conventions. | https://nextjs.org/docs/app/building-your-application/routing
navigation | Client navigation | Which component should you use for client-side navigation in Next.js? | 0, ```tsx\n<a>\n```; 1, ```tsx\n<Link>\n``` from ```ts\nnext/link\n```; 2, ```tsx\n<NavLink>\n```; 3, ```tsx\n<RouterLink>\n``` | 1 | 2 | 30 | Use ```tsx\n<Link>\n``` from ```ts\nnext/link\n``` for client-side transitions. | https://nextjs.org/docs/app/api-reference/components/link
assets | Image optimization | What built-in Next.js component helps optimize and serve images efficiently? | 0, ```ts\nnext/asset\n```; 1, ```ts\nnext/img\n```; 2, ```ts\nnext/image\n```; 3, ```ts\nnext/picture\n``` | 2 | 2 | 30 | ```ts\nnext/image\n``` provides automatic resizing, lazy loading, and optimal formats. | https://nextjs.org/docs/app/api-reference/components/image
advancedGenerics | Conditional generics | What does this type produce?\n```ts\ntype IsArray<T> = T extends any[] ? true : false\n``` | 0, Always returns ```ts\nboolean\n```; 1, Returns ```ts\ntrue\n``` if ```ts\nT\n``` is an array type, ```ts\nfalse\n``` otherwise; 2, Returns the element type of the array; 3, TypeScript error — conditional types require ```ts\nkeyof\n``` | 1 | 5 | 90 | Conditional types use the ```ts\nT extends U ? X : Y\n``` syntax — a ternary for types. | https://www.typescriptlang.org/docs/handbook/2/conditional-types.html
advancedGenerics | Infer keyword | What does ```ts\ninfer\n``` do in a conditional type like the following?\n```ts\ntype UnpackPromise<T> = T extends Promise<infer U> ? U : T\n``` | 0, Forces TypeScript to infer the type at runtime; 1, Extracts a type from within a conditional type pattern — ```ts\nU\n``` is inferred from the structure of ```ts\nT\n```; 2, Makes the generic parameter optional; 3, Declares a new type variable scoped to the ```ts\ntrue\n``` branch | 1 | 5 | 90 | ```ts\ninfer U\n``` captures the resolved type of a ```ts\nPromise\n``` within the conditional pattern. | https://www.typescriptlang.org/docs/handbook/2/conditional-types.html#inferring-within-conditional-types
advancedGenerics | infer | In conditional types, what does the ```ts\ninfer\n``` keyword allow you to do? | 0, Infer a type inside the ```ts\ntrue\n``` branch from a pattern; 1, Infer runtime values; 2, Infer generic parameter names; 3, Infer module paths | 0 | 5 | 90 | ```ts\ninfer\n``` lets you capture a type from inside another type in a conditional type for reuse in the ```ts\ntrue\n``` branch. | https://www.typescriptlang.org/docs/handbook/2/conditional-types.html#inferring-within-conditional-types
advancedUtilityTypes | ReturnType and Parameters | What does ```ts\nReturnType<typeof fetch>\n``` give you? | 0, The type of the ```ts\nfetch\n``` function itself; 1, The return type of the ```ts\nfetch\n``` function — ```ts\nPromise<Response>\n```; 2, The parameter types of ```ts\nfetch\n```; 3, The resolved value type — ```ts\nResponse\n``` | 1 | 3 | 60 | ```ts\nReturnType<T>\n``` extracts the return type of a function type. | https://www.typescriptlang.org/docs/handbook/utility-types.html#returntypetype
advancedUtilityTypes | Exclude and Extract | Given ```ts\ntype Status = "active" | "inactive" | "pending"\n```, what is ```ts\nExclude<Status, "inactive" | "pending">\n```? | 0, ```ts\n"inactive" \| "pending"\n```; 1, ```ts\n"active"\n```; 2, ```ts\nStatus\n```; 3, ```ts\nnever\n``` | 1 | 3 | 60 | ```ts\nExclude<T, U>\n``` removes from ```ts\nT\n``` all types assignable to ```ts\nU\n``` | https://www.typescriptlang.org/docs/handbook/utility-types.html#excludeuniontype-excludedmembers
advancedUtilityTypes | NonNullable | What does ```ts\nNonNullable<string | null | undefined>\n``` produce? | 0, ```ts\nstring \| null\n```; 1, ```ts\nstring\n```; 2, ```ts\nstring \| undefined\n```; 3, ```ts\nnever\n``` | 1 | 2 | 30 | ```ts\nNonNullable<T>\n``` removes ```ts\nnull\n``` and ```ts\nundefined\n``` from a union type. | https://www.typescriptlang.org/docs/handbook/utility-types.html#nonnullabletype
advancedNarrowing | Discriminated unions | What makes a union a "discriminated union" that TypeScript can narrow efficiently? | 0, Each member has at least one unique property name; 1, Each member has a shared literal-typed discriminant property; 2, The union has at most two members; 3, All members must be class instances | 1 | 3 | 60 | A discriminated union has a shared property with literal values. | https://www.typescriptlang.org/docs/handbook/2/narrowing.html#discriminated-unions
advancedNarrowing | User-defined type guards | What is the form of a user-defined type guard function in TypeScript? |  | 1 | 5 | 90 | A user-defined type guard has a return type of the form ```ts\nparamName is Type\n``` | https://www.typescriptlang.org/docs/handbook/2/narrowing.html#using-type-predicates
advancedTypes | Mapped types | What does this mapped type produce?\n```ts\ntype Optional<T> = { [K in keyof T]?: T[K] }\n``` | 0, A type where all properties are required; 1, A type where all properties of ```ts\nT\n``` are made optional — equivalent to ```ts\nPartial<T>\n```; 2, A type where all property values are union with ```ts\nundefined\n```; 3, A type that only includes properties with optional values | 1 | 3 | 60 | Adding ```ts\n?\n``` makes each property optional. This is how ```ts\nPartial<T>\n``` is implemented. | https://www.typescriptlang.org/docs/handbook/2/mapped-types.html
advancedTypes | Template literal types | What does the following template literal type match?\n```ts\ntype EventName = `on${string}`\n``` | 0, Only the string "on"; 1, Any string that starts with "on"; 2, Any string that contains "on"; 3, Only capitalized event names like "onClick" | 1 | 3 | 60 | Template literal types compose string literal types. | https://www.typescriptlang.org/docs/handbook/2/template-literal-types.html
advancedTypes | Conditional types distributive | What is "distributive" behavior in conditional types? Given the following type:\n```ts\ntype ToArray<T> = T extends any ? T[] : never\n```\nWhat is ```ts\nToArray<string | number>\n```? |  | 1 | 5 | 90 | When a conditional type receives a union, TypeScript distributes it. | https://www.typescriptlang.org/docs/handbook/2/conditional-types.html#distributive-conditional-types
